source_id;source;source_url
det_1493;Antofagasta Plc. (2012) Annual Report 2011;https://www.antofagasta.co.uk/media/2601/annual-report-2011.pdf
det_1494;Antofagasta Plc. (2010) Annual Report 2009;https://www.antofagasta.co.uk/media/3020/ar-2009.pdf
det_1495;Antofagasta Plc. (2008) Annual Report 2007;https://www.antofagasta.co.uk/media/3028/ar-2007.pdf
det_1496;Antofagasta Plc. (2006) Annual Report 2005;https://www.antofagasta.co.uk/media/3030/ar-2005.pdf
det_1497;Antofagasta Plc. (2004) Annual Report 2003;https://www.antofagasta.co.uk/media/3033/ar-2003.pdf
det_1498;Antofagasta Plc. (2002) Annual Report 2001;https://www.antofagasta.co.uk/media/3035/ar-2001.pdf
det_1499;Newmont Mining Corporation (2015) Annual Report 2014;https://www.newmont.com/files/doc_financials/annual/861753_as-printed-Annual-Report_2014_v001_e83uds.pdf
det_1500;Newmont Mining Corporation (2012) Annual Report 2011;https://www.newmont.com/files/doc_financials/annual/2011_Newmont_Annual_Report_and_10_K.pdf
det_1501;Newmont Mining Corporation (2009) Annual Report 2008;http://www.annualreports.com/HostedData/AnnualReportArchive/n/NYSE_NEM_2008.pdf
det_1502;Newmont Mining Corporation (2008) Annual Report 2007;http://www.annualreports.com/HostedData/AnnualReportArchive/n/NYSE_NEM_2007.pdf
det_1503;Newmont Mining Corporation (2007) Annual Report 2006;http://www.annualreports.com/HostedData/AnnualReportArchive/n/NYSE_NEM_2006.pdf
det_1504;Newmont Mining Corporation (2017) Annual Report 2016;https://www.newmont.com/files/doc_financials/annual/Newmont-2016-Annual-Report-Bookmarked-PDF-for-website.pdf
det_1505;Newmont Mining Corporation (2006) Annual Report 2005;http://www.annualreports.com/HostedData/AnnualReportArchive/n/NYSE_NEM_2005.pdf
det_1506;Newmont Mining Corporation (2005) Annual Report 2004;http://www.annualreports.com/HostedData/AnnualReportArchive/n/NYSE_NEM_2004.pdf
det_1507;Newmont Mining Corporation (2004) Annual Report 2003;http://www.annualreports.com/HostedData/AnnualReportArchive/n/NYSE_NEM_2003.pdf
det_1508;"Newmont Interactive Analyst center (last updated on 2/21/2020) ; Newmont Mining Corporation (2019) Annual Report 2018";http://apps.indigotools.com/IR/IAC/?Ticker=NEM&Exchange=NYSE#
det_1509;Newmont Interactive Analyst center (last updated on 2/21/2020);"http://apps.indigotools.com/IR/IAC/?Ticker=NEM&Exchange=NYSE# ; https://www.newmont.com/files/doc_financials/annual/2018-Newmont-Annual-Report-Web-Posting-Bookmarked-PDF-(002).pdf"
det_1510;"Newmont Interactive Analyst center (last updated on 2/21/2020) ; Newmont Mining Corporation (2018) Annual Report 2017";"http://apps.indigotools.com/IR/IAC/?Ticker=NEM&Exchange=NYSE# ; https://www.newmont.com/files/doc_financials/annual/2017-Newmont-Annual-Report-Web-Posting-Bookmarked-PDF-(002).pdf"
det_1511;"Newmont Interactive Analyst center (last updated on 2/21/2020) ; Newmont Mining Corporation (2017) Annual Report 2016";"http://apps.indigotools.com/IR/IAC/?Ticker=NEM&Exchange=NYSE# ; https://www.newmont.com/files/doc_financials/annual/Newmont-2016-Annual-Report-Bookmarked-PDF-for-website.pdf"
det_1512;"Newmont Interactive Analyst center (last updated on 2/21/2020) ; Newmont Mining Corporation (2016) Annual Report 2015";"http://apps.indigotools.com/IR/IAC/?Ticker=NEM&Exchange=NYSE#; https://s2.q4cdn.com/575378270/files/doc_financials/annual/newmont-2015-AR.pdf"
det_1513;"Newmont Interactive Analyst center (last updated on 2/21/2020) ; AngloGold Ashanti (2019) Integrated Annual Report 2018";"http://apps.indigotools.com/IR/IAC/?Ticker=NEM&Exchange=NYSE# ; http://www.aga-reports.com/18/download/AGA-IR18.pdf"
det_1514;Newmont Mining Corporation (2020) Annual Report 2019;https://www.newmont.com/files/doc_financials/annual/2019/370034(1)_23_Newmont_Web-Ready-Annual-Report-and-10-K.pdf
det_1515;Newmont Mining Corporation (2019) Annual Report 2018;https://www.newmont.com/files/doc_financials/annual/2018-Newmont-Annual-Report-Web-Posting-Bookmarked-PDF-(002).pdf
det_1516;Newmont Mining Corporation (2019) Regional Operating Statistics 2018;https://www.newmont.com/files/doc_financials/quarterly/2018/q4/Newmont-Full-Year-and-Fourth-Quarter-2018-Regional-Operating-Statistics_Final.pdf
det_1517;Newmont Mining Corporation (2018) Regional Operating Statistics 2017;https://www.newmont.com/files/doc_financials/quarterly/2017/q4/Newmont-Regional-Operating-Statistics-Q4-2017.pdf
det_1518;Newmont Mining Corporation (2018) Annual Report 2017;https://www.newmont.com/files/doc_financials/annual/2017-Newmont-Annual-Report-Web-Posting-Bookmarked-PDF-(002).pdf
det_1519;Newmont Mining Corporation (2016) Annual Report 2015;https://www.newmont.com/files/doc_financials/annual/newmont-2015-AR.pdf
det_1520;"Newmont Mining Corporation (2016) Annual Report 2015 ; Oceana Gold Corporation (2016) Annual Information Form 2015";"https://s2.q4cdn.com/575378270/files/doc_financials/annual/newmont-2015-AR.pdf ; https://oceanagold.com/wp-content/uploads/2016/04/2015-OceanaGold-AIF.pdf"
det_1521;Bengalla Ltd. (2019) Annual Review 2018;https://www.bengalla.com.au/wp-content/uploads/2019/03/Bengalla-Mine-Annual-Review-2018-Part-1-Main-Document.pdf
det_1522;Bengalla Ltd. (2017) Annual Review 2016;https://www.bengalla.com.au/wp-content/uploads/2016/01/170331-Bengalla-Annual-Review-2016_Reduced_Part-1.pdf
det_1523;Aur Resources Inc. (2007) Annual Report 2006;https://www.sec.gov/Archives/edgar/vprr/0702/07024126.pdf
det_1524;Aur Resources Inc. (2006) Annual Report 2005;https://www.sec.gov/Archives/edgar/vprr/0601/06013881.pdf
det_1525;Aur Resources Inc. (2004) Annual Report 2003;https://www.sec.gov/Archives/edgar/vprr/0402/04024198.pdf
det_1526;"Kinross Gold (2008) Annual Report 2007 ; Coldcorp Inc. (2009) Annual Report 2008";"https://s2.q4cdn.com/496390694/files/doc_financials/annual/2007/2007-annual-report.pdf ; https://www.sec.gov/Archives/edgar/data/919239/000094523409000065/o54181exv99w2.htm"
det_1527;Freeport-McMoRan Inc. (2017) Annual Form 10-K Report 2016;http://d18rn0p25nwr6d.cloudfront.net/CIK-0000831259/3453e93c-2322-4b36-8e56-c5170b2a4660.pdf
det_1528;Freeport-McMoRan Inc. (2011) Annual Form 10-K Report 2010;http://d1lge852tjjqow.cloudfront.net/CIK-0000831259/6e1a9da4-c909-49f9-88bf-9c1b3546bd19.pdf
det_1529;Freeport-McMoRan Inc. (2008) Annual Form 10-K Report 2007;http://d1lge852tjjqow.cloudfront.net/CIK-0000831259/300c2a87-0ef1-49ca-b242-f6ba1d7fa93b.pdf
det_1530;Freeport-McMoRan Inc. (2004) Annual Form 10-K Report 2003;http://d1lge852tjjqow.cloudfront.net/CIK-0000831259/5d0ca201-8e70-403e-8fa6-03ddc32d10bb.pdf
det_1531;Codelco (2017) Annual Report 2016;https://www.codelco.com/memoria2016/en/pdf/annual-report/annual-report-2016.pdf
det_1532;Codelco (2015) Annual Report 2014;https://www.codelco.com/memoria2014/site/artic/20150309/asocfile/20150309130002/memoria_ingles_2014_final.pdf
det_1533;Codelco (2013) Memoria Anual 2012;https://www.codelco.com/prontus_codelco/site/artic/20160311/asocfile/20160311173150/memoriacodelco2012_2.pdf
det_1534;Codelco (2011) Memoria Anual 2010;https://www.codelco.com/prontus_codelco/site/artic/20160327/asocfile/20160327203832/memoria_002010.pdf
det_1535;Codelco (2009) Memoria Anual 2008;https://www.codelco.com/prontus_codelco/site/artic/20160331/asocfile/20160331122002/memoriacodelco2008.pdf
det_1536;Codelco (2007) Memoria Anual 2006;https://www.codelco.com/prontus_codelco/site/artic/20160403/asocfile/20160403210124/memoria2006.pdf
det_1537;Codelco (2005) Memoria Anual 2004;https://www.codelco.com/prontus_codelco/site/artic/20160404/asocfile/20160404104028/memoria_codelco_2004.pdf
det_1538;Codelco (2003) Memoria Anual 2002;https://www.codelco.com/prontus_codelco/site/artic/20160509/asocfile/20160509125431/memoria_2002.pdf
det_1539;Codelco (2001) Memoria Anual 2000;https://www.codelco.com/prontus_codelco/site/artic/20160509/asocfile/20160509125232/memoria_00.pdf
det_1540;Antofagasta Plc. (2020) Q4 2019 Production Report;https://www.antofagasta.co.uk/media/3744/aplc19q4prodreport-vf.pdf
det_1541;Antofagasta Plc. (2018) Q4 2017 Production Report;https://www.antofagasta.co.uk/media/3320/aplc17q4prodreport-final.pdf
det_1542;Antofagasta Plc. (2014) Annual Report 2013;https://www.antofagasta.co.uk/media/2667/annual-report-2013.pdf
det_1543;Rio Tinto (2013) Annual Report 2012;http://www.riotinto.com/documents/RT_Annual_report_2013.pdf
det_1544;Vale (2014) 2013 and 4Q13 Production Report;http://www.vale.com/EN/investors/information-market/quarterly-results/QuarterlyResultsDocs/PREPORT4T13_i.pdf
det_1545;"Vale (2010) Production Report 2009 ;Vale S.A. (2011) Annual Report 2010";"http://www.vale.com/EN/investors/information-market/quarterly-results/QuarterlyResultsDocs/PREPORT4T09i.pdf ; http://www.vale.com/EN/investors/information-market/annual-reports/20f/20FDocs/20F_2010_i.pdf"
det_1546;"Vale (2008) Production Report 2007 ; Companhia Vale Do Rio Doce (2008) Annual Report 2007";"http://www.vale.com/EN/investors/information-market/quarterly-results/QuarterlyResultsDocs/PREPORT4T07i.pdf ; http://www.vale.com/EN/investors/information-market/annual-reports/20f/20FDocs/20F_2007_i.pdf"
det_1547;Freeport-McMoRan Inc. (2013) Annual Form 10-K Report 2012;http://d1lge852tjjqow.cloudfront.net/CIK-0000831259/7bdc495a-2712-4829-bdab-0e9d6728ce3e.pdf
det_1548;Freeport-McMoRan Inc. (2012) Annual Form 10-K Report 2011;http://d1lge852tjjqow.cloudfront.net/CIK-0000831259/23336a2d-d981-4d79-8c9b-a1a4cc259105.pdf
det_1549;Freeport-McMoRan Inc. (2010) Annual Form 10-K Report 2009;http://d1lge852tjjqow.cloudfront.net/CIK-0000831259/c028e297-96c1-4fa4-b633-ae2eb13e674d.pdf
det_1550;Freeport-McMoRan Inc. (2007) Annual Form 10-K Report 2006;http://d1lge852tjjqow.cloudfront.net/CIK-0000831259/ff64124c-0657-4095-88d4-73c7b680aaa2.pdf
det_1551;Freeport-McMoRan Inc. (2006) Annual Form 10-K Report 2005;http://d1lge852tjjqow.cloudfront.net/CIK-0000831259/6e72582f-bd6a-4a17-8143-c95119860758.pdf
det_1552;Collahuasi Website (Production and Sales);http://www.collahuasi.cl/en/que-hacemos/produccion-y-ventas/
det_1553;Tronox Website (Global Locations);https://www.tronox.com/about-us/global-locations/#9423
det_1554;Kinross Gold (2019) Mineral Reserves & Resources Statement 2018;https://s2.q4cdn.com/496390694/files/doc_financials/quarterly_reports/2018/q4/2018-Reserves-and-Resources.pdf
det_1555;Kinross Gold (2013) Mineral Reserves & Resources Statement 2012;https://s2.q4cdn.com/496390694/files/doc_downloads/reserves_and_resources/kinross-gold-2012-mineral-reserves-and-resources.pdf
det_1556;Kinross Gold (2011) Mineral Reserves & Resources Statement 2010;https://s2.q4cdn.com/496390694/files/doc_downloads/reserves_and_resources/2010-mineral-reserve-and-resource-statement.pdf
det_1557;Kinross Gold (2008) Mineral Reserves & Resources Statement 2007;https://s2.q4cdn.com/496390694/files/doc_downloads/reserves_and_resources/2007-reserve-resource-statements.pdf
det_1558;Rio Tinto (2018) Annual Report 2017;https://www.riotinto.com/invest/reports
det_1559;Newcrest Mining Limited (2018) Annual Mineral Resources and Ore Statement - 31 December 2018;https://www.newcrest.com/sites/default/files/2019-10/181231_Newcrest%20December%202018%20Resources%20and%20Reserves%20-%20Statement.pdf
det_1560;MMG Limited (2018) Annual Report 2018;https://www.mmg.com/wp-content/uploads/attachments/MMG1178_AR_2018_FA3_web-version.pdf
det_1561;MMG (2016) Annual Report 2016;https://www.mmg.com/wp-content/uploads/attachments/MMG_Annual-Report2016.pdf
det_1562;"Anglo American plc (2019) Ore Reserves and Mineral Resources Report 2018        
";https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group/PLC/investors/annual-reporting/2019/aa-ore-reserves-and-mineral-resources-2018.pdf
det_1563;Hudbay Minerals Inc. Website (Canada);https://hudbayminerals.com/canada/default.aspx
det_1564;Hudbay Minerals Inc. Website (Canada);https://hudbayminerals.com/united-states/default.aspx
det_1565;Hudbay Minerals Inc. Website (Canada);https://hudbayminerals.com/peru/default.aspx
det_1566;Lundin Mining Corp. (2020) Annual Information Form 2019;https://www.lundinmining.com/site/assets/files/7863/lmc_-_2019_aif_-_032720.pdf
det_1567;South32 Website (South African Manganese);https://www.south32.net/our-business/southern-africa/south-africa-manganese
det_1568;Capstone Mining Corp (2020) Annual Information Form 2019;https://s2.q4cdn.com/231101920/files/doc_financials/2019/AIF_2019.pdf
det_1569;Barrick Gold Corporation (2019) Operations Zaldivar;https://www.barrick.com/English/operations/zaldivar/default.aspx
det_1570;"Anglo American plc (2019) Ore Reserves and Mineral Resources Report 2018 ; South32 Website (GEMCO)";"https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group/PLC/investors/annual-reporting/2019/aa-ore-reserves-and-mineral-resources-2018.pdf ; https://www.south32.net/our-business/australia/gemco"
det_1571;"Anglo American plc (2017) Annual Report 2016 ; South32 Website (TEMCO)";"https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group/PLC/investors/annual-reporting/2017/annual-report-2016-interactive-v2.pdf ; https://www.south32.net/our-business/australia/temco"
det_1572;BHP Billiton (2002) Annual Report 2002;https://www.bhp.com/-/media/bhp/documents/investors/reports/2002/2002_ltd_annual_report.pdf?la=en
det_1573;Antofagasta Plc. Website (Los Pelambres);https://www.antofagasta.co.uk/our-business/mining-division/los-pelambres/
det_1574;Antofagasta Plc. Website (Centinela);https://www.antofagasta.co.uk/our-business/mining-division/centinela/
det_1575;Antofagasta Plc. Website (Antucoya);https://www.antofagasta.co.uk/our-business/mining-division/antucoya/
det_1576;"Rio Tinto (2007) Annual Report 2006 ; Lundin Mining Corp. Website (Zinkgruvan)";"https://bib.kuleuven.be/files/ebib/jaarverslagen/RioTinto_2006.pdf ; https://www.lundinmining.com/operations/zinkgruvan/"
det_1577;"Freeport-McMoRan Inc. (2014) Annual Form 10-K Report 2013 ; Lundin Mining Corp. (2016) Annual MD&A and Financial Statements 2015";"http://d1lge852tjjqow.cloudfront.net/CIK-0000831259/ca3fa220-7699-4dc6-9d98-09ff08563e6f.pdf ; https://www.lundinmining.com/site/assets/files/3752/2015ye.pdf"
det_1578;"Glencore plc. Website (World Map) ; Glencore plc. Annual Report 2011";"https://www.glencore.com/world-map ; https://www.glencore.com/dam/jcr:59c1399e-1052-4acb-9251-0942ada05e32/xta-ar2011-en.pdf"
det_1579;Xiana Mining Inc. Website (minera altos de Punitaqui);https://www.xianamining.com/operation/minera-altos-de-punitaqui/
det_1580;Katanga Mining Ltd. Website (Key Assets);http://www.katangamining.com/operations/key-assets.aspx
det_1581;Glencore plc. Website (World Map);https://www.glencore.com/world-map
det_1582;CSA Mine Website (About CSA Mine);http://www.csamine.com.au/about-us/
det_1583;McArthur River Mine Website (Our Location);https://www.mcarthurrivermine.com.au/en/about-us/Pages/our-location.aspx
det_1584;"KGHM Polska Miedź S.A. (2019) Sustainable Report of KGHM Polska Miedź S.A. for 2018 ; KGHM Website (Polkowice-Sieroszowice)";"https://kghm.com/en/node/4991 ; https://kghm.com/en/our-business/mining-and-enrichment/polkowice-sieroszowice"
det_1585;"KGHM Polska Miedź S.A. (2019) Sustainable Report of KGHM Polska Miedź S.A. for 2018 ; KGHM Website (Rudna)";"https://kghm.com/en/node/4991 ; https://kghm.com/en/our-business/mining-and-enrichment/rudna"
det_1586;"KGHM Polska Miedź S.A. (2019) Sustainable Report of KGHM Polska Miedź S.A. for 2018 ; KGHM Website (Lubin)";"https://kghm.com/en/node/4991 ; https://kghm.com/en/our-business/mining-and-enrichment/lubin"
det_1587;KGHM Polska Miedź S.A. (2019) Sustainable Report of KGHM Polska Miedź S.A. for 2018;https://kghm.com/en/node/4991
det_1588;KGHM Polska Miedź S.A. (2018) Integrated Report for 2017;https://kghm.com/en/node/4991
det_1589;MMC Norlisk Nickel (2020) Annual Report 2019;https://www.nornickel.com/upload/iblock/5fc/2019_Annual_Report_of_Nornickel.pdf
det_1590;Lundin Mining Corp. Website (Chapada);https://www.lundinmining.com/operations/chapada/
det_1591;Lundin Mining Corp. Website (Eagle);https://www.lundinmining.com/operations/eagle/
det_1592;Lundin Mining Corp. Website (Neves-Corvo);https://www.lundinmining.com/operations/neves-corvo/
det_1593;"Lundin Mining Corp. (2016) Annual MD&A and Financial Statements 2015 ; Rio Narcea Gold Mines Lt. (2006) Annual Report 2005";"https://www.lundinmining.com/site/assets/files/3752/2015ye.pdf ; https://www.sec.gov/Archives/edgar/data/1098506/000117571006000082/exhibit2.htm"
det_1594;Lundin Mining Corp. (2014) Annual MD&A and Financial Statements 2013;https://www.lundinmining.com/site/assets/files/4489/2013ye.pdf
det_1595;Lundin Mining Corp. (2008) Annual Report 2007;https://www.annualreports.com/HostedData/AnnualReportArchive/L/TSX_LUN_2007.pdf
det_1596;Yamana Gold Inc. (2020) NI 43-101 Technical Report Jacobina Gold Mine;https://s22.q4cdn.com/899716706/files/doc_downloads/2020/06/Yamana-Jacobina-NI-43-101-May-29-2020.pdf
det_1597;Yamana Gold Inc. Website (Cerro Morro);https://www.yamana.com/English/portfolio/producing-mines/cerro-moro/default.aspx
det_1598;Yamana Gold Inc. Website (El Peñón);https://www.yamana.com/English/portfolio/producing-mines/elpenon/default.aspx
det_1599;Yamana Gold Inc. Website (Minera Florida);https://www.yamana.com/English/portfolio/producing-mines/minera-florida/default.aspx
det_1600;Yamana Gold Inc. Website (Canadian Malartic);https://www.yamana.com/English/portfolio/producing-mines/canadian-malartic/default.aspx
det_1601;"Yamana Gold Inc. (2009) Annual Report 2008 ; Mineros S.A. Website (Argentina)";"https://s22.q4cdn.com/899716706/files/doc_financials/annual/YAM08-FF_mar31.pdf ; https://mineros.com.co/en/Operations-and-Projects/Argentina"
det_1602;"Premier Gold Mines Ltd. Website (Mercedes) ; Yamana Gold Inc. (2013) Annual Report 2012";"https://www.premiergoldmines.com/mercedes ; https://s22.q4cdn.com/899716706/files/doc_financials/annual/2012-Yamana-AR-01-04-13-final-spreads_v001_p63n2n.pdff"
det_1603;Equinox Gold Website (Fazenda Overview);https://www.equinoxgold.com/operations/operating-mines/fazenda/#overview
det_1604;Aura Minerals Inc. Website (San Andres Mine);http://auraminerals.com/operations/production/san-andres-mine/
det_1605;Aura Minerals Inc. Website (Sao Francisco Mine);http://auraminerals.com/operations/growth/sao-francisco/
det_1606;ArcelorMittal S.A. (2020) Form 20-F Annual Report 2019;https://corporate-media.arcelormittal.com/media/yyjlil0y/2019-arcelormittal-annual-report-on-form-20-f.pdf
det_1607;ArcelorMittal S.A. (2014) Form 20-F Annual Report 2013;https://storagearcelormittaluat.blob.core.windows.net/media/0qipmvz0/annual-report-20f-2013.pdf
det_1608;Companhia Siderurgica Nacional (2020) Form 20-F Annual Report 2019;https://s3.amazonaws.com/mz-filemanager/29633c00-23f7-4765-9594-926012179477/6a7f628f-f63a-4cba-be58-1119543282fe_csn_20f_sec_21072020.pdff
det_1609;"Companhia Siderurgica Nacional (2020) Form 20-F Annual Report 2019 ; Companhia Siderurgica Nacional Website (Manufacturing Units)";"https://s3.amazonaws.com/mz-filemanager/29633c00-23f7-4765-9594-926012179477/6a7f628f-f63a-4cba-be58-1119543282fe_csn_20f_sec_21072020.pdf ; http://www.csn.com.br/conteudo_eni.asp?idioma=1&conta=46&tipo=59559"
det_1610;"MetInvest B.V. (2019) Annual Report 2018 ; MetInvest B.V. (2009) Annual Report 2008";"https://metinvestholding.com/Content/Entities/Report/23/en/Metinvest_AR_2018.pdf ; https://metinvestholding.com/Content/Entities/Report/19/en/2008.pdf"
det_1611;MetInvest B.V. (2019) Annual Report 2018;https://metinvestholding.com/Content/Entities/Report/23/en/Metinvest_AR_2018.pdf
det_1612;"MetInvest B.V. (2019) Annual Report 2018 ; MetInvest Website (AVDIIVKA COKE PLANT)";"https://metinvestholding.com/Content/Entities/Report/23/en/Metinvest_AR_2018.pdf ; https://akhz.metinvestholding.com/en/"
det_1613;MetInvest B.V. (2016) Annual Report 2015;https://metinvestholding.com/Content/Entities/Report/12/en/2015.pdf
det_1614;"MetInvest B.V. (2019) Annual Report 2018 ; MetInvest Website (AZOVSTAL IRON & STEEL WORKS)";"https://metinvestholding.com/Content/Entities/Report/23/en/Metinvest_AR_2018.pdf ; https://azovstal.metinvestholding.com/en"
det_1615;"MetInvest B.V. (2019) Annual Report 2018 ; MetInvest Website (ILYICH IRON AND STEEL WORKS)";"https://metinvestholding.com/Content/Entities/Report/23/en/Metinvest_AR_2018.pdf ; https://ilyichsteel.metinvestholding.com/en"
det_1616;MetInvest B.V. (2010) Annual Report 2009;https://metinvestholding.com/Content/Entities/Report/18/en/2009.pdf
det_1617;Luossavaara-Kiirunavaara AB (2020) Year End Report 2019;https://www.lkab.com/en/SysSiteAssets/documents/finansiell-information/delarsrapport/interim-report-q4-2019.pdff
det_1618;Cleveland-Cliffs Inc. (2020) 10-K Annual Report 2019;http://d18rn0p25nwr6d.cloudfront.net/CIK-0000764065/6d3830b8-767a-4ebd-9d7f-5e1d82430c9d.pdf
det_1619;Cleveland-Cliffs Inc. (2015) 10-K Annual Report 2014;http://d1lge852tjjqow.cloudfront.net/CIK-0000764065/921b9c8b-eb24-4f45-9a6f-52a773330efb.pdf
det_1620;Cleveland-Cliffs Inc. (2018) 10-K Annual Report 2017;http://d18rn0p25nwr6d.cloudfront.net/CIK-0000764065/a8e627ad-304d-4f21-9a45-06de99d92e7e.pdf
det_1621;Cleveland-Cliffs Inc. (2009) 10-K Annual Report 2008;http://d1lge852tjjqow.cloudfront.net/CIK-0000764065/63129d7c-1b9f-46b9-b9b4-f044a4eab390.pdf
det_1622;Cleveland-Cliffs Inc. (2014) 10-K Annual Report 2013;http://d1lge852tjjqow.cloudfront.net/CIK-0000764065/dad158f3-f421-434b-9c98-ba6d157acdfe.pdf
det_1623;"Mineral Resources Limited (2019) Annual Report 2019 ; Mineral Resources Limited (2014) Quarter 4 Mining Activities Report FY2014";"https://s3-ap-southeast-2.amazonaws.com/assets.mineralresources.com.au/app/uploads/2019/10/09081031/2019AnnualReport02156834.pdf ; https://s3-ap-southeast-2.amazonaws.com/assets.mineralresources.com.au/app/uploads/2018/11/09033444/01539012.pdf"
det_1624;"Mineral Resources Limited (2014) Quarter 4 Mining Activities Report FY2014 ; Mineral Resources Limited (2013) Annual Report 2013 ; Mineral Resources Limited (2015) Annual Report 2015";"https://s3-ap-southeast-2.amazonaws.com/assets.mineralresources.com.au/app/uploads/2018/11/09033444/01539012.pdf ; https://s3-ap-southeast-2.amazonaws.com/assets.mineralresources.com.au/app/uploads/2019/05/27175336/01460684.pdf ; https://s3-ap-southeast-2.amazonaws.com/assets.mineralresources.com.au/app/uploads/2018/11/05045759/Annual-Report-2015.pdf"
det_1625;Mineral Resources Limited (2015) Annual Report 2015;https://s3-ap-southeast-2.amazonaws.com/assets.mineralresources.com.au/app/uploads/2018/11/05045759/Annual-Report-2015.pdf
det_1626;Mineral Resources Limited (2015) Quarterly Exploration and Mining Activities Report - April to June 2015 (Q4 FY15);https://s3-ap-southeast-2.amazonaws.com/assets.mineralresources.com.au/app/uploads/2018/11/09073314/Quarterly-Activities-Report6.pdf
det_1627;"Mineral Resources Limited (2019) Annual Report 2019 ; Mineral Resources Limited (2016) Quarterly Exploration and Mining Activities Report - April to June 2016 (Q4 FY16)";"https://s3-ap-southeast-2.amazonaws.com/assets.mineralresources.com.au/app/uploads/2019/10/09081031/2019AnnualReport02156834.pdf ; https://s3-ap-southeast-2.amazonaws.com/assets.mineralresources.com.au/app/uploads/2018/11/08085239/01762683.pdf"
det_1628;"Metalloinvest (2020) Annual Report 2019 ; Metalloinvest Website (LGOK)";"https://www.metalloinvest.com/upload/iblock/14a/go19en.pdf ; https://www.metalloinvest.com/en/business/mining-segment/lgok/"
det_1629;"Metalloinvest (2020) Annual Report 2019 ; Metalloinvest Website (MGOK)";"https://www.metalloinvest.com/upload/iblock/14a/go19en.pdf ; https://www.metalloinvest.com/en/business/mining-segment/mgok/"
det_1630;"Metalloinvest (2020) Annual Report 2019 ; Metalloinvest Website (OEMK)";"https://www.metalloinvest.com/upload/iblock/14a/go19en.pdf ; https://www.metalloinvest.com/en/business/steel/oemk/"
det_1631;"Metalloinvest (2020) Annual Report 2019 ; Metalloinvest Website (Ural Steel)";"https://www.metalloinvest.com/upload/iblock/14a/go19en.pdf ; https://www.metalloinvest.com/en/business/steel/ural-steel/"
det_1632;"PAO Severstal (2020) Annual Report 2019 ; Severstal Website (Karelsky Okatysh)";"https://www.severstal.com/files/37176/Severstal_annual_report_ENG_2019.pdf ; https://www.severstal.com/eng/about/businesses/karelsky_okatysh"
det_1633;"PAO Severstal (2020) Annual Report 2019 ; Severstal Website (Olcon)";"https://www.severstal.com/files/37176/Severstal_annual_report_ENG_2019.pdf ; https://www.severstal.com/eng/about/businesses/olcon"
det_1634;"PAO Severstal (2020) Annual Report 2019 ; Severstal Website (Vorkutaugol)";"https://www.severstal.com/files/37176/Severstal_annual_report_ENG_2019.pdf ; https://www.severstal.com/eng/about/businesses/vorkutaugol"
det_1635;"PAO Severstal (2020) Annual Report 2019 ; Severstal Website (Yakovlevsky GOK)";"https://www.severstal.com/files/37176/Severstal_annual_report_ENG_2019.pdf ; https://www.severstal.com/eng/about/businesses/yagok/"
det_1636;Severstal Website (Cherepovets Steel Mill);https://www.severstal.com/eng/about/businesses/chermk
det_1637;PAO Severstal (2014) Annual Report 2013;https://www.severstal.com/files/4956/APA00121-Eng_Preview.pdf
det_1638;"United States Steel Corp. (2020) 10-K Annual Report 2019 ; United States Steel Corp. Website (Minntac)";"https://www.ussteel.com/sites/default/files/annual_reports/As%20Filed%202019%20Form%2010-K%20woExhibits.pdf ; https://www.ussteel.com/locations/minntac"
det_1639;"United States Steel Corp. (2020) 10-K Annual Report 2019 ; United States Steel Corp. Website (Keetac)";"https://www.ussteel.com/sites/default/files/annual_reports/As%20Filed%202019%20Form%2010-K%20woExhibits.pdf ; https://www.ussteel.com/locations/keetac"
det_1640;United States Steel Corp. Website (Gary Works);https://www.ussteel.com/locations/gary-works
det_1641;United States Steel Corp. Website (Great Lakes Works);https://www.ussteel.com/locations/great-lakes-works
det_1642;United States Steel Corp. Website (Mon Valley Works Edgar Thomson Plant);https://www.ussteel.com/locations/mon-valley-works-edgar-thomson-plant
det_1643;United States Steel Corp. Website (Mon Valley Works Clairton Plant);https://www.ussteel.com/locations/mon-valley-works-clairton-plant
det_1644;United States Steel Corp. Website (Granite City Works);https://www.ussteel.com/locations/granite-city-works
det_1645;United States Steel Corp. Website (Fairfield Works);https://www.ussteel.com/locations/fairfield-works
det_1646;US Steel Kosice Website (Company profile);https://www.usske.sk/en/about-us/corporate-info/company-profile
det_1647;United States Steel Corp. (2011) 10-K Annual Report 2010;https://www.ussteel.com/sites/default/files/annual_reports/2010%20Annual%20Report.pdf
det_1648;Glencore plc. Annual Report 2011;https://www.glencore.com/dam/jcr:59c1399e-1052-4acb-9251-0942ada05e32/xta-ar2011-en.pdf
det_1649;Katanga Mining Ltd. Website (Kamoto Underground Mine);http://www.katangamining.com/operations/key-assets/kamota-underground.aspx
det_1650;Katanga Mining Ltd. Website (KOV Open Pit Mine);http://www.katangamining.com/operations/key-assets/kov-open-pit-mine.aspx
det_1651;MetInvest B.V. (2009) Annual Report 2008;https://metinvestholding.com/Content/Entities/Report/19/en/2008.pdf
