source;source_country_id;alphanumiso
UNSD_Name;United Arab Emirates;ARE784
UNSD_Name;Afghanistan;AFG004
UNSD_Name;Antigua and Barbuda;ATG028
UNSD_Name;Anguilla;AIA660
UNSD_Name;Albania;ALB008
UNSD_Name;Armenia;ARM051
UNSD_Name;Netherlands Antilles;ANT530
UNSD_Name;Angola;AGO024
UNSD_Name;Argentina;ARG032
UNSD_Name;Austria;AUT040
UNSD_Name;Australia;AUS036
UNSD_Name;Aruba;ABW533
UNSD_Name;Azerbaijan;AZE031
UNSD_Name;Bosnia and Herzegovina;BIH070
UNSD_Name;Barbados;BRB052
UNSD_Name;Bangladesh;BGD050
UNSD_Name;Belgium;BEL056
UNSD_Name;Burkina Faso;BFA854
UNSD_Name;Bulgaria;BGR100
UNSD_Name;Bahrain;BHR048
UNSD_Name;Burundi;BDI108
UNSD_Name;Benin;BEN204
UNSD_Name;Bermuda;BMU060
UNSD_Name;Brunei Darussalam;BRN096
UNSD_Name;Bolivia (Plur. State of);BOL068
UNSD_Name;Brazil;BRA076
UNSD_Name;Bahamas;BHS044
UNSD_Name;Bhutan;BTN064
UNSD_Name;Botswana;BWA072
UNSD_Name;Belarus;BLR112
UNSD_Name;Belize;BLZ084
UNSD_Name;Canada;CAN124
UNSD_Name;Dem. Rep. of the Congo;COD180
UNSD_Name;Central African Republic;CAF140
UNSD_Name;Congo;COG178
UNSD_Name;Switzerland;CHE756
UNSD_Name;C么te d'Ivoire;CIV384
UNSD_Name;Cook Islands;COK184
UNSD_Name;Chile;CHL152
UNSD_Name;Cameroon;CMR120
UNSD_Name;China;CHN156
UNSD_Name;Colombia;COL170
UNSD_Name;Costa Rica;CRI188
UNSD_Name;Czechoslovakia (Former);CSK200
UNSD_Name;Cuba;CUB192
UNSD_Name;Cabo Verde;CPV132
UNSD_Name;Cyprus;CYP196
UNSD_Name;Czech Republic;CZE203
UNSD_Name;Germany;DEU276
UNSD_Name;German Dem. R. (former);DDR278
UNSD_Name;Germany, Fed. R. (former);DEU280
UNSD_Name;Djibouti;DJI262
UNSD_Name;Denmark;DNK208
UNSD_Name;Dominica;DMA212
UNSD_Name;Dominican Republic;DOM214
UNSD_Name;Algeria;DZA012
UNSD_Name;Ecuador;ECU218
UNSD_Name;Estonia;EST233
UNSD_Name;Egypt;EGY818
UNSD_Name;Eritrea;ERI232
UNSD_Name;Spain;ESP724
UNSD_Name;Ethiopia;ETH231
UNSD_Name;Finland;FIN246
UNSD_Name;Fiji;FJI242
UNSD_Name;Falkland Is. (Malvinas);FLK238
UNSD_Name;Micronesia (FS of);FSM583
UNSD_Name;France;FRA250
UNSD_Name;Gabon;GAB266
UNSD_Name;United Kingdom;GBR826
UNSD_Name;Grenada;GRD308
UNSD_Name;Georgia;GEO268
UNSD_Name;Ghana;GHA288
UNSD_Name;Greece;GIB292
UNSD_Name;Gambia;GMB270
UNSD_Name;Guinea;GIN324
UNSD_Name;Equatorial Guinea;GNQ226
UNSD_Name;Greece;GRC300
UNSD_Name;Guatemala;GTM320
UNSD_Name;Guinea-Bissau;GNB624
UNSD_Name;Guyana;GUY328
UNSD_Name;Honduras;HND340
UNSD_Name;Croatia;HRV191
UNSD_Name;Haiti;HTI332
UNSD_Name;Hungary;HUN348
UNSD_Name;Indonesia;IDN360
UNSD_Name;Ireland;IRL372
UNSD_Name;Israel;ISR376
UNSD_Name;India;IND356
UNSD_Name;Iraq;IRQ368
UNSD_Name;Iran (Islamic Rep. of);IRN364
UNSD_Name;Iceland;ISL352
UNSD_Name;Italy;ITA380
UNSD_Name;Jamaica;JAM388
UNSD_Name;Jordan;JOR400
UNSD_Name;Japan;JPN392
UNSD_Name;Kenya;KEN404
UNSD_Name;Kyrgyzstan;KGZ417
UNSD_Name;Cambodia;KHM116
UNSD_Name;Kiribati;KIR296
UNSD_Name;Comoros;COM174
UNSD_Name;Saint Lucia;KNA659
UNSD_Name;D.P.R. of Korea;PRK408
UNSD_Name;Korea, Republic of;KOR410
UNSD_Name;Kuwait;KWT414
UNSD_Name;Cayman Islands;CYM136
UNSD_Name;Kazakhstan;KAZ398
UNSD_Name;Lao People's DR;LAO418
UNSD_Name;Lebanon;LBN422
UNSD_Name;Liechtenstein;LIE438
UNSD_Name;Sri Lanka;LKA144
UNSD_Name;Liberia;LBR430
UNSD_Name;Lesotho;LSO426
UNSD_Name;Lithuania;LTU440
UNSD_Name;Latvia;LVA428
UNSD_Name;Luxembourg;LUX442
UNSD_Name;Libya;LBY434
UNSD_Name;Morocco;MAR504
UNSD_Name;Republic of Moldova;MDA498
UNSD_Name;Madagascar;MDG450
UNSD_Name;Marshall Islands;MHL584
UNSD_Name;TFYR of Macedonia;MKD807
UNSD_Name;Mali;MLI466
UNSD_Name;Myanmar;MMR104
UNSD_Name;Mongolia;MNG496
UNSD_Name;Mauritania;MRT478
UNSD_Name;Montserrat;MSR500
UNSD_Name;Malta;MLT470
UNSD_Name;Mauritius;MUS480
UNSD_Name;Maldives;MDV462
UNSD_Name;Malawi;MWI454
UNSD_Name;Mexico;MEX484
UNSD_Name;Malaysia;MYS458
UNSD_Name;Mozambique;MOZ508
UNSD_Name;Namibia;NAM516
UNSD_Name;New Caledonia;NCL540
UNSD_Name;Niger;NER562
UNSD_Name;Nigeria;NGA566
UNSD_Name;Nicaragua;NIC558
UNSD_Name;Netherlands;NLD528
UNSD_Name;Norway;NOR578
UNSD_Name;Nepal;NPL524
UNSD_Name;Nauru;NRU520
UNSD_Name;New Zealand;NZL554
UNSD_Name;Oman;OMN512
UNSD_Name;Panama;PAN591
UNSD_Name;Peru;PER604
UNSD_Name;French Polynesia;PYF258
UNSD_Name;Papua New Guinea;PNG598
UNSD_Name;Philippines;PHL608
UNSD_Name;Pakistan;PAK586
UNSD_Name;Poland;POL616
UNSD_Name;Puerto Rico;PRI630
UNSD_Name;State of Palestine;PSE275
UNSD_Name;Portugal;PRT620
UNSD_Name;Palau;PLW585
UNSD_Name;Paraguay;PRY600
UNSD_Name;Qatar;QAT634
UNSD_Name;R茅union;REU638
UNSD_Name;Romania;ROU642
UNSD_Name;Serbia;SRB688
UNSD_Name;Russian Federation;RUS643
UNSD_Name;Rwanda;RWA646
UNSD_Name;Saudi Arabia;SAU682
UNSD_Name;Solomon Islands;SLB090
UNSD_Name;Seychelles;SYC690
UNSD_Name;Sudan;SDN729
UNSD_Name;Sudan (former);SDN736
UNSD_Name;Sweden;SWE752
UNSD_Name;Singapore;SGP702
UNSD_Name;Saint Kitts and Nevis;SHN654
UNSD_Name;Slovenia;SVN705
UNSD_Name;Slovakia;SVK703
UNSD_Name;Sierra Leone;SLE694
UNSD_Name;San Marino;SMR674
UNSD_Name;Senegal;SEN686
UNSD_Name;Somalia;SOM706
UNSD_Name;Suriname;SUR740
UNSD_Name;South Sudan;SSD728
UNSD_Name;Sao Tome and Principe;STP678
UNSD_Name;USSR (Former);SUN810
UNSD_Name;El Salvador;SLV222
UNSD_Name;Syrian Arab Republic;SYR760
UNSD_Name;Swaziland;SWZ748
UNSD_Name;Turks and Caicos Islands;TCA796
UNSD_Name;Chad;TCD148
UNSD_Name;Togo;TGO768
UNSD_Name;Thailand;THA764
UNSD_Name;Tajikistan;TJK762
UNSD_Name;Timor-Leste;TLS626
UNSD_Name;Turkmenistan;TKM795
UNSD_Name;Tunisia;TUN788
UNSD_Name;Tonga;TON776
UNSD_Name;Turkey;TUR792
UNSD_Name;Trinidad and Tobago;TTO780
UNSD_Name;Tuvalu;TUV798
UNSD_Name;United Rep. of Tanzania;TZA834
UNSD_Name;Ukraine;UKR804
UNSD_Name;Uganda;UGA800
UNSD_Name;United States;USA840
UNSD_Name;Uruguay;URY858
UNSD_Name;Uzbekistan;UZB860
UNSD_Name;St. Vincent and the Grenadines;VCT670
UNSD_Name;Venezuela (Bolivar. Rep.);VEN862
UNSD_Name;British Virgin Islands;VGB092
UNSD_Name;Viet Nam;VNM704
UNSD_Name;Vanuatu;VUT548
UNSD_Name;Samoa;WSM882
UNSD_Name;Yemen;YEM887
UNSD_Name;Yemen Arab Rep. (former);YEM886
UNSD_Name;Yemen, Dem. (former);YMD720
UNSD_Name;Yugoslavia, SFR (former);YUG890
UNSD_Name;South Africa;ZAF710
UNSD_Name;Zambia;ZMB894
UNSD_Name;Zimbabwe;ZWE716
UNSD_Name;China: Hong Kong SAR;HKG344
UNSD_Name;Montenegro;MNE499
UNSD_Name;Serbia and Montenegro;SCG891
UNSD_Name;China: Macao SAR;MAC446
EIA_Name;United Arab Emirates;ARE784
EIA_Name;Afghanistan;AFG004
EIA_Name;Antigua and Barbuda;ATG028
EIA_Name;Anguilla;AIA660
EIA_Name;Albania;ALB008
EIA_Name;Armenia;ARM051
EIA_Name;Netherlands Antilles;ANT530
EIA_Name;Angola;AGO024
EIA_Name;Argentina;ARG032
EIA_Name;American Samoa;ASM016
EIA_Name;Austria;AUT040
EIA_Name;Australia;AUS036
EIA_Name;Aruba;ABW533
EIA_Name;Azerbaijan;AZE031
EIA_Name;Bosnia and Herzegovina;BIH070
EIA_Name;Barbados;BRB052
EIA_Name;Bangladesh;BGD050
EIA_Name;Belgium;BEL056
EIA_Name;Burkina Faso;BFA854
EIA_Name;Bulgaria;BGR100
EIA_Name;Bahrain;BHR048
EIA_Name;Burundi;BDI108
EIA_Name;Benin;BEN204
EIA_Name;Bermuda;BMU060
EIA_Name;Brunei;BRN096
EIA_Name;Bolivia;BOL068
EIA_Name;Brazil;BRA076
EIA_Name;Bahamas, The;BHS044
EIA_Name;Bhutan;BTN064
EIA_Name;Botswana;BWA072
EIA_Name;Belarus;BLR112
EIA_Name;Belize;BLZ084
EIA_Name;Canada;CAN124
EIA_Name;Cocos (Keeling) Islands;CCK166
EIA_Name;Congo (Kinshasa);COD180
EIA_Name;Central African Republic;CAF140
EIA_Name;Congo (Brazzaville);COG178
EIA_Name;Switzerland;CHE756
EIA_Name;Cote dIvoire (IvoryCoast);CIV384
EIA_Name;Cook Islands;COK184
EIA_Name;Chile;CHL152
EIA_Name;Cameroon;CMR120
EIA_Name;China;CHN156
EIA_Name;Colombia;COL170
EIA_Name;Costa Rica;CRI188
EIA_Name;Former Czechoslovakia;CSK200
EIA_Name;Cuba;CUB192
EIA_Name;Cape Verde;CPV132
EIA_Name;Christmas Island;CXR162
EIA_Name;Cyprus;CYP196
EIA_Name;Czech Republic;CZE203
EIA_Name;Germany;DEU276
EIA_Name;Germany, East;DDR278
EIA_Name;Germany, West;DEU280
EIA_Name;Djibouti;DJI262
EIA_Name;Denmark;DNK208
EIA_Name;Dominica;DMA212
EIA_Name;Dominican Republic;DOM214
EIA_Name;Algeria;DZA012
EIA_Name;Ecuador;ECU218
EIA_Name;Estonia;EST233
EIA_Name;Egypt;EGY818
EIA_Name;Eritrea;ERI232
EIA_Name;Spain;ESP724
EIA_Name;Ethiopia;ETH231
EIA_Name;Finland;FIN246
EIA_Name;Fiji;FJI242
EIA_Name;Falkland Islands (Islas Malvinas);FLK238
EIA_Name;Micronesia;FSM583
EIA_Name;Faroe Islands;FRO234
EIA_Name;France;FRA250
EIA_Name;Gabon;GAB266
EIA_Name;United Kingdom;GBR826
EIA_Name;Grenada;GRD308
EIA_Name;Georgia;GEO268
EIA_Name;French Guiana;GUF254
EIA_Name;Ghana;GHA288
EIA_Name;Gibraltar;GIB292
EIA_Name;Greenland;GRL304
EIA_Name;Gambia, The;GMB270
EIA_Name;Guinea;GIN324
EIA_Name;Guadeloupe;GLP312
EIA_Name;Equatorial Guinea;GNQ226
EIA_Name;Greece;GRC300
EIA_Name;Guatemala;GTM320
EIA_Name;Guam;GUM316
EIA_Name;Guinea-Bissau;GNB624
EIA_Name;Guyana;GUY328
EIA_Name;Honduras;HND340
EIA_Name;Croatia;HRV191
EIA_Name;Haiti;HTI332
EIA_Name;Hungary;HUN348
EIA_Name;Indonesia;IDN360
EIA_Name;Ireland;IRL372
EIA_Name;Israel;ISR376
EIA_Name;India;IND356
EIA_Name;British Indian Ocean Territory;IOT086
EIA_Name;Iraq;IRQ368
EIA_Name;Iran;IRN364
EIA_Name;Iceland;ISL352
EIA_Name;Italy;ITA380
EIA_Name;Jamaica;JAM388
EIA_Name;Jordan;JOR400
EIA_Name;Japan;JPN392
EIA_Name;Kenya;KEN404
EIA_Name;Kyrgyzstan;KGZ417
EIA_Name;Cambodia;KHM116
EIA_Name;Kiribati;KIR296
EIA_Name;Comoros;COM174
EIA_Name;Saint Kitts and Nevis;KNA659
EIA_Name;Korea, North;PRK408
EIA_Name;Korea, South;KOR410
EIA_Name;Kuwait;KWT414
EIA_Name;Cayman Islands;CYM136
EIA_Name;Kazakhstan;KAZ398
EIA_Name;Laos;LAO418
EIA_Name;Lebanon;LBN422
EIA_Name;Saint Lucia;LCA662
EIA_Name;Liechtenstein;LIE438
EIA_Name;Sri Lanka;LKA144
EIA_Name;Liberia;LBR430
EIA_Name;Lesotho;LSO426
EIA_Name;Lithuania;LTU440
EIA_Name;Latvia;LVA428
EIA_Name;Luxembourg;LUX442
EIA_Name;Libya;LBY434
EIA_Name;Morocco;MAR504
EIA_Name;Moldova;MDA498
EIA_Name;Madagascar;MDG450
EIA_Name;Marshall Islands;MHL584
EIA_Name;Macedonia;MKD807
EIA_Name;Mali;MLI466
EIA_Name;Burma (Myanmar);MMR104
EIA_Name;Mongolia;MNG496
EIA_Name;Northern Mariana Islands;MNP580
EIA_Name;Martinique;MTQ474
EIA_Name;Mauritania;MRT478
EIA_Name;Montserrat;MSR500
EIA_Name;Malta;MLT470
EIA_Name;Mauritius;MUS480
EIA_Name;Maldives;MDV462
EIA_Name;Malawi;MWI454
EIA_Name;Mexico;MEX484
EIA_Name;Malaysia;MYS458
EIA_Name;Mozambique;MOZ508
EIA_Name;Namibia;NAM516
EIA_Name;New Caledonia;NCL540
EIA_Name;Niger;NER562
EIA_Name;Norfolk Island;NFK574
EIA_Name;Nigeria;NGA566
EIA_Name;Nicaragua;NIC558
EIA_Name;Netherlands;NLD528
EIA_Name;Norway;NOR578
EIA_Name;Nepal;NPL524
EIA_Name;Nauru;NRU520
EIA_Name;Niue;NIU570
EIA_Name;New Zealand;NZL554
EIA_Name;Oman;OMN512
EIA_Name;Panama;PAN591
EIA_Name;Peru;PER604
EIA_Name;French Polynesia;PYF258
EIA_Name;Papua New Guinea;PNG598
EIA_Name;Philippines;PHL608
EIA_Name;Pakistan;PAK586
EIA_Name;Poland;POL616
EIA_Name;Saint Pierre and Miquelon;SPM666
EIA_Name;Pitcairn Islands;PCN612
EIA_Name;Puerto Rico;PRI630
EIA_Name;Palestinian Territories;PSE275
EIA_Name;Portugal;PRT620
EIA_Name;Palau;PLW585
EIA_Name;Paraguay;PRY600
EIA_Name;Qatar;QAT634
EIA_Name;Reunion;REU638
EIA_Name;Romania;ROU642
EIA_Name;Serbia;SRB688
EIA_Name;Russia;RUS643
EIA_Name;Rwanda;RWA646
EIA_Name;Saudi Arabia;SAU682
EIA_Name;Solomon Islands;SLB090
EIA_Name;Seychelles;SYC690
EIA_Name;Sudan and South Sudan;SDN736
EIA_Name;Sweden;SWE752
EIA_Name;Singapore;SGP702
EIA_Name;Saint Helena;SHN654
EIA_Name;Slovenia;SVN705
EIA_Name;Slovakia;SVK703
EIA_Name;Sierra Leone;SLE694
EIA_Name;San Marino;SMR674
EIA_Name;Senegal;SEN686
EIA_Name;Somalia;SOM706
EIA_Name;Suriname;SUR740
EIA_Name;Sao Tome and Principe;STP678
EIA_Name;Former U.S.S.R.;SUN810
EIA_Name;El Salvador;SLV222
EIA_Name;Syria;SYR760
EIA_Name;Swaziland;SWZ748
EIA_Name;Turks and Caicos Islands;TCA796
EIA_Name;Chad;TCD148
EIA_Name;Togo;TGO768
EIA_Name;Thailand;THA764
EIA_Name;Tajikistan;TJK762
EIA_Name;Tokelau;TKL772
EIA_Name;Timor-Leste (East Timor);TLS626
EIA_Name;Turkmenistan;TKM795
EIA_Name;Tunisia;TUN788
EIA_Name;Tonga;TON776
EIA_Name;Turkey;TUR792
EIA_Name;Trinidad and Tobago;TTO780
EIA_Name;Tuvalu;TUV798
EIA_Name;Taiwan;TWN158
EIA_Name;Tanzania;TZA834
EIA_Name;Ukraine;UKR804
EIA_Name;Uganda;UGA800
EIA_Name;United States;USA840
EIA_Name;Uruguay;URY858
EIA_Name;Uzbekistan;UZB860
EIA_Name;Saint Vincent/Grenadines;VCT670
EIA_Name;Venezuela;VEN862
EIA_Name;Virgin Islands, British;VGB092
EIA_Name;US Virgin Islands;VIR850
EIA_Name;Vietnam;VNM704
EIA_Name;Vanuatu;VUT548
EIA_Name;Wallis and Futuna Islands;WLF876
EIA_Name;Samoa;WSM882
EIA_Name;Yemen;YEM887
EIA_Name;Mayotte;MYT175
EIA_Name;Former Yugoslavia;YUG890
EIA_Name;South Africa;ZAF710
EIA_Name;Zambia;ZMB894
EIA_Name;Zimbabwe;ZWE716
EIA_Name;Netherlands Antilles;CUW531
EIA_Name;Hong Kong;HKG344
EIA_Name;Montenegro;MNE499
EIA_Name;Former Serbia and Montenegro;SCG891
EIA_Name;Kosovo;UNK000
EIA_Name;Macau;MAC446
EIA_Name;Monaco;MCO492
EIA_Name;Western Sahara;ESH732
EIA_Code;ABW;ABW533
EIA_Code;AFG;AFG004
EIA_Code;AGO;AGO024
EIA_Code;ALB;ALB008
EIA_Code;ARE;ARE784
EIA_Code;ARG;ARG032
EIA_Code;ARM;ARM051
EIA_Code;ASM;ASM016
EIA_Code;ATG;ATG028
EIA_Code;AUS;AUS036
EIA_Code;AUT;AUT040
EIA_Code;AZE;AZE031
EIA_Code;BDI;BDI108
EIA_Code;BEL;BEL056
EIA_Code;BEN;BEN204
EIA_Code;BFA;BFA854
EIA_Code;BGD;BGD050
EIA_Code;BGR;BGR100
EIA_Code;BHR;BHR048
EIA_Code;BHS;BHS044
EIA_Code;BIH;BIH070
EIA_Code;BLR;BLR112
EIA_Code;BLZ;BLZ084
EIA_Code;BMU;BMU060
EIA_Code;BOL;BOL068
EIA_Code;BRA;BRA076
EIA_Code;BRB;BRB052
EIA_Code;BRN;BRN096
EIA_Code;BTN;BTN064
EIA_Code;BWA;BWA072
EIA_Code;CAF;CAF140
EIA_Code;CAN;CAN124
EIA_Code;CHE;CHE756
EIA_Code;CHL;CHL152
EIA_Code;CHN;CHN156
EIA_Code;CIV;CIV384
EIA_Code;CMR;CMR120
EIA_Code;COD;COD180
EIA_Code;COG;COG178
EIA_Code;COK;COK184
EIA_Code;COL;COL170
EIA_Code;COM;COM174
EIA_Code;CPV;CPV132
EIA_Code;CRI;CRI188
EIA_Code;CSK;CSK200
EIA_Code;CUB;CUB192
EIA_Code;CYM;CYM136
EIA_Code;CYP;CYP196
EIA_Code;CZE;CZE203
EIA_Code;DDR;DDR278
EIA_Code;DEU;DEU276
EIA_Code;DEUW;DEU280
EIA_Code;DJI;DJI262
EIA_Code;DMA;DMA212
EIA_Code;DNK;DNK208
EIA_Code;DOM;DOM214
EIA_Code;DZA;DZA012
EIA_Code;ECU;ECU218
EIA_Code;EGY;EGY818
EIA_Code;ERI;ERI232
EIA_Code;ESH;ESH732
EIA_Code;ESP;ESP724
EIA_Code;EST;EST233
EIA_Code;ETH;ETH231
EIA_Code;FIN;FIN246
EIA_Code;FJI;FJI242
EIA_Code;FLK;FLK238
EIA_Code;FRA;FRA250
EIA_Code;FRO;FRO234
EIA_Code;FSM;FSM583
EIA_Code;GAB;GAB266
EIA_Code;GBR;GBR826
EIA_Code;GEO;GEO268
EIA_Code;GHA;GHA288
EIA_Code;GIB;GIB292
EIA_Code;GIN;GIN324
EIA_Code;GLP;GLP312
EIA_Code;GMB;GMB270
EIA_Code;GNB;GNB624
EIA_Code;GNQ;GNQ226
EIA_Code;GRC;GRC300
EIA_Code;GRD;GRD308
EIA_Code;GRL;GRL304
EIA_Code;GTM;GTM320
EIA_Code;GUF;GUF254
EIA_Code;GUM;GUM316
EIA_Code;GUY;GUY328
EIA_Code;HITZ;USA840
EIA_Code;HKG;HKG344
EIA_Code;HND;HND340
EIA_Code;HRV;HRV191
EIA_Code;HTI;HTI332
EIA_Code;HUN;HUN348
EIA_Code;IDN;IDN360
EIA_Code;IND;IND356
EIA_Code;IRL;IRL372
EIA_Code;IRN;IRN364
EIA_Code;IRQ;IRQ368
EIA_Code;ISL;ISL352
EIA_Code;ISR;ISR376
EIA_Code;ITA;ITA380
EIA_Code;JAM;JAM388
EIA_Code;JOR;JOR400
EIA_Code;JPN;JPN392
EIA_Code;KAZ;KAZ398
EIA_Code;KEN;KEN404
EIA_Code;KGZ;KGZ417
EIA_Code;KHM;KHM116
EIA_Code;KIR;KIR296
EIA_Code;KNA;KNA659
EIA_Code;KOR;KOR410
EIA_Code;KWT;KWT414
EIA_Code;LAO;LAO418
EIA_Code;LBN;LBN422
EIA_Code;LBR;LBR430
EIA_Code;LBY;LBY434
EIA_Code;LCA;LCA662
EIA_Code;LKA;LKA144
EIA_Code;LSO;LSO426
EIA_Code;LTU;LTU440
EIA_Code;LUX;LUX442
EIA_Code;LVA;LVA428
EIA_Code;MAC;MAC446
EIA_Code;MAR;MAR504
EIA_Code;MDA;MDA498
EIA_Code;MDG;MDG450
EIA_Code;MDV;MDV462
EIA_Code;MEX;MEX484
EIA_Code;MKD;MKD807
EIA_Code;MLI;MLI466
EIA_Code;MLT;MLT470
EIA_Code;MMR;MMR104
EIA_Code;MNE;MNE499
EIA_Code;MNG;MNG496
EIA_Code;MNP;MNP580
EIA_Code;MOZ;MOZ508
EIA_Code;MRT;MRT478
EIA_Code;MSR;MSR500
EIA_Code;MTQ;MTQ474
EIA_Code;MUS;MUS480
EIA_Code;MWI;MWI454
EIA_Code;MYS;MYS458
EIA_Code;NAM;NAM516
EIA_Code;NCL;NCL540
EIA_Code;NER;NER562
EIA_Code;NGA;NGA566
EIA_Code;NIC;NIC558
EIA_Code;NIU;NIU570
EIA_Code;NLD;NLD528
EIA_Code;NLDA;ANT530
EIA_Code;NOR;NOR578
EIA_Code;NPL;NPL524
EIA_Code;NRU;NRU520
EIA_Code;NZL;NZL554
EIA_Code;OMN;OMN512
EIA_Code;VEN;VEN862
EIA_Code;PAK;PAK586
EIA_Code;PAN;PAN591
EIA_Code;PER;PER604
EIA_Code;PHL;PHL608
EIA_Code;PNG;PNG598
EIA_Code;POL;POL616
EIA_Code;PRI;PRI630
EIA_Code;PRK;PRK408
EIA_Code;PRT;PRT620
EIA_Code;PRY;PRY600
EIA_Code;PSE;PSE275
EIA_Code;PYF;PYF258
EIA_Code;QAT;QAT634
EIA_Code;REU;REU638
EIA_Code;ROU;ROU642
EIA_Code;RUS;RUS643
EIA_Code;RWA;RWA646
EIA_Code;SAU;SAU682
EIA_Code;SCG;SCG891
EIA_Code;SDN;SDN729
EIA_Code;SEN;SEN686
EIA_Code;SGP;SGP702
EIA_Code;SHN;SHN654
EIA_Code;SLB;SLB090
EIA_Code;SLE;SLE694
EIA_Code;SLV;SLV222
EIA_Code;SOM;SOM706
EIA_Code;SPM;SPM666
EIA_Code;SRB;SRB688
EIA_Code;SSD;SSD728
EIA_Code;STP;STP678
EIA_Code;SUN;SUN810
EIA_Code;SUR;SUR740
EIA_Code;SVK;SVK703
EIA_Code;SVN;SVN705
EIA_Code;SWE;SWE752
EIA_Code;SWZ;SWZ748
EIA_Code;SYC;SYC690
EIA_Code;SYR;SYR760
EIA_Code;TCA;TCA796
EIA_Code;TCD;TCD148
EIA_Code;TGO;TGO768
EIA_Code;THA;THA764
EIA_Code;TJK;TJK762
EIA_Code;TKM;TKM795
EIA_Code;TLS;TLS626
EIA_Code;TON;TON776
EIA_Code;TTO;TTO780
EIA_Code;TUN;TUN788
EIA_Code;TUR;TUR792
EIA_Code;TUV;TUV798
EIA_Code;TWN;TWN158
EIA_Code;TZA;TZA834
EIA_Code;UGA;UGA800
EIA_Code;UKR;UKR804
EIA_Code;URY;URY858
EIA_Code;USA;USA840
EIA_Code;USOH;USA840
EIA_Code;UZB;UZB860
EIA_Code;VCT;VCT670
EIA_Code;VGB;VGB092
EIA_Code;VIR;VIR850
EIA_Code;VNM;VNM704
EIA_Code;VUT;VUT548
EIA_Code;WSM;WSM882
EIA_Code;XKS;UNK000
EIA_Code;YEM;YEM887
EIA_Code;YUG;YUG890
EIA_Code;ZAF;ZAF710
EIA_Code;ZMB;ZMB894
EIA_Code;ZWE;ZWE716
BGS;United Arab Emirates;ARE784
BGS;Afghanistan;AFG004
BGS;Albania;ALB008
BGS;Armenia;ARM051
BGS;Netherlands Antilles;ANT530
BGS;Angola;AGO024
BGS;Argentina;ARG032
BGS;Austria;AUT040
BGS;Australia;AUS036
BGS;Azerbaijan;AZE031
BGS;Bosnia & Herzegovina;BIH070
BGS;Barbados;BRB052
BGS;Bangladesh;BGD050
BGS;Belgium;BEL056
BGS;Burkina Faso;BFA854
BGS;Bulgaria;BGR100
BGS;Bahrain;BHR048
BGS;Burundi;BDI108
BGS;Benin;BEN204
BGS;Brunei;BRN096
BGS;Bolivia;BOL068
BGS;Brazil;BRA076
BGS;Bahamas;BHS044
BGS;Bhutan;BTN064
BGS;Botswana;BWA072
BGS;Belarus;BLR112
BGS;Canada;CAN124
BGS;Congo, Democratic Republic;COD180
BGS;Central African Republic;CAF140
BGS;Congo;COG178
BGS;Switzerland;CHE756
BGS;Ivory Coast;CIV384
BGS;Chile;CHL152
BGS;Cameroon;CMR120
BGS;China;CHN156
BGS;Colombia;COL170
BGS;Costa Rica;CRI188
BGS;Czechoslovakia;CSK200
BGS;Cuba;CUB192
BGS;Cape Verde;CPV132
BGS;Christmas Island;CXR162
BGS;Cyprus;CYP196
BGS;Czech Republic;CZE203
BGS;Germany;DEU276
BGS;German Democratic Rep;DDR278
BGS;German Federal Republic;DEU280
BGS;Djibouti;DJI262
BGS;Denmark;DNK208
BGS;Dominican Republic;DOM214
BGS;Algeria;DZA012
BGS;Ecuador;ECU218
BGS;Estonia;EST233
BGS;Egypt;EGY818
BGS;Eritrea;ERI232
BGS;Spain;ESP724
BGS;Ethiopia;ETH231
BGS;Finland;FIN246
BGS;Fiji;FJI242
BGS;France;FRA250
BGS;Gabon;GAB266
BGS;United Kingdom;GBR826
BGS;Georgia;GEO268
BGS;French Guiana;GUF254
BGS;Ghana;GHA288
BGS;Greenland;GRL304
BGS;Gambia;GMB270
BGS;Guinea;GIN324
BGS;Equatorial Guinea;GNQ226
BGS;Greece;GRC300
BGS;Guatemala;GTM320
BGS;Guyana;GUY328
BGS;Honduras;HND340
BGS;Croatia;HRV191
BGS;Haiti;HTI332
BGS;Hungary;HUN348
BGS;Indonesia;IDN360
BGS;Ireland, Republic of;IRL372
BGS;Israel;ISR376
BGS;India;IND356
BGS;Iraq;IRQ368
BGS;Iran;IRN364
BGS;Iceland;ISL352
BGS;Italy;ITA380
BGS;Jamaica;JAM388
BGS;Jordan;JOR400
BGS;Japan;JPN392
BGS;Kenya;KEN404
BGS;Kyrgyzstan;KGZ417
BGS;Cambodia;KHM116
BGS;Banaba;KIR296
BGS;Korea, Dem. P.R. of;PRK408
BGS;Korea (Rep. of);KOR410
BGS;Kuwait;KWT414
BGS;Kazakhstan;KAZ398
BGS;Laos;LAO418
BGS;Lebanon;LBN422
BGS;Sri Lanka;LKA144
BGS;Liberia;LBR430
BGS;Lesotho;LSO426
BGS;Lithuania;LTU440
BGS;Latvia;LVA428
BGS;Luxembourg;LUX442
BGS;Libya;LBY434
BGS;Morocco;MAR504
BGS;Moldova;MDA498
BGS;Madagascar;MDG450
BGS;Macedonia;MKD807
BGS;Mali;MLI466
BGS;Burma;MMR104
BGS;Mongolia;MNG496
BGS;Mauritania;MRT478
BGS;Malta;MLT470
BGS;Mauritius;MUS480
BGS;Malawi;MWI454
BGS;Mexico;MEX484
