id,facility_id,facility_type,year,input,input_value_tonnes,output,output_value_tonnes,grade_ppm,recovery_rate,amount_sold_tonnes,metal_payable_tonnes,incl_purchased,reporting_period,source_id,comment
2164,COM00669.00,Smelter,2019,,,Aluminium ingots,320979,,,,,,April-March,det_1805,
2165,COM00669.00,Smelter,2019,,,Aluminium rods,224133,,,,,,April-March,det_1805,
2166,COM00669.00,Smelter,2019,,,Aluminium rolled products,26119,,,,,,April-March,det_1805,
2167,COM00677.00,Smelter,2008,Alumina,,Primary aluminium,1000000,,,,,,,det_1789,
2168,COM00677.00,Smelter,2009,Alumina,,Primary aluminium,952000,,,,,,,det_1789,
2169,COM00677.00,Smelter,2010,Alumina,,Primary aluminium,979000,,,,,,,det_1852,
2170,COM00677.00,Smelter,2011,Alumina,,Primary aluminium,995000,,,,,,,det_1852,
2171,COM00677.00,Smelter,2012,Alumina,,Primary aluminium,1000000,,,,,,,det_1801,
2172,COM00677.00,Smelter,2013,Alumina,,Primary aluminium,1002000,,,,,,,det_1801,
2173,COM00677.00,Smelter,2014,Alumina,,Primary aluminium,1005000,,,,,,,det_1851,
2174,COM00677.00,Smelter,2015,Alumina,,Primary aluminium,1013000,,,,,,,det_1851,
2175,COM00677.00,Smelter,2016,Alumina,,Primary aluminium,1024000,,,,,,,det_1782,
2176,COM00677.00,Smelter,2017,Alumina,,Primary aluminium,1019000,,,,,,,det_1782,
2177,COM00677.00,Smelter,2018,Alumina,,Primary aluminium,1015000,,,,,,,det_1781,
2178,COM00677.00,Smelter,2019,Alumina,,Primary aluminium,1018000,,,,,,,det_1781,
2179,COM00681.00,Smelter,2008,,,Crude steel,6200000,,,,,,,det_1679,
2180,COM00681.00,Smelter,2009,,,Crude steel,5000000,,,,,,,det_1678,
2181,COM00681.00,Smelter,2010,,,Crude steel,6100000,,,,,,,det_1677,
2182,COM00681.00,Smelter,2011,,,Crude steel,5700000,,,,,,,det_1676,
2183,COM00681.00,Smelter,2012,,,Crude steel,6400000,,,,,,,det_1675,
2184,COM00681.00,Smelter,2013,,,Crude steel,6400000,,,,,,,det_1607,
2185,COM00681.00,Smelter,2014,,,Crude steel,6300000,,,,,,,det_1674,
2186,COM00681.00,Smelter,2015,,,Crude steel,6100000,,,,,,,det_1673,
2187,COM00681.00,Smelter,2016,,,Crude steel,6300000,,,,,,,det_1672,
2188,COM00681.00,Smelter,2017,,,Crude steel,5800000,,,,,,,det_1671,
2189,COM00681.00,Smelter,2018,,,Crude steel,4800000,,,,,,,det_1670,
2190,COM00681.00,Smelter,2019,,,Crude steel,5300000,,,,,,,det_1606,
2191,COM00682.00,Smelter,2008,Alumina,,Primary aluminium,93000,,,,,,,det_1789,
2192,COM00682.00,Smelter,2009,Alumina,,Primary aluminium,111000,,,,,,,det_1789,
2193,COM00682.00,Smelter,2010,Alumina,,Primary aluminium,129000,,,,,,,det_1852,
2194,COM00682.00,Smelter,2011,Alumina,,Primary aluminium,131000,,,,,,,det_1852,
2195,COM00682.00,Smelter,2012,Alumina,,Primary aluminium,131000,,,,,,,det_1801,
2196,COM00682.00,Smelter,2013,Alumina,,Primary aluminium,113000,,,,,,,det_1801,
2197,COM00682.00,Smelter,2014,Alumina,,Primary aluminium,116000,,,,,,,det_1851,
2198,COM00682.00,Smelter,2015,Alumina,,Primary aluminium,128000,,,,,,,det_1851,
2199,COM00682.00,Smelter,2016,Alumina,,Primary aluminium,124000,,,,,,,det_1782,
2200,COM00682.00,Smelter,2017,Alumina,,Primary aluminium,123000,,,,,,,det_1782,
2201,COM00682.00,Smelter,2018,Alumina,,Primary aluminium,125000,,,,,,,det_1781,
2202,COM00682.00,Smelter,2019,Alumina,,Primary aluminium,120000,,,,,,,det_1781,
2203,COM00693.00,Refinery,2005,Copper anode,,Copper Cathode,233700,,,,,,,det_1421,
2204,COM00693.00,Refinery,2005,,,Copper Rod,113200,,,,,,,det_1421,
2205,COM00693.00,Refinery,2005,Copper anode,,Gold,0.8170000000000001,,,,,,,det_1421,
2206,COM00693.00,Refinery,2005,Copper anode,,Silver,142.5,,,,,,,det_1421,
2207,COM00693.00,Smelter,2005,Copper Concentrate,894700,Copper anode,282400,,,,,,,det_1421,
2208,COM00693.00,Smelter,2005,,,Sulfuric acid,833400,,,,,,,det_1421,
2209,COM00693.00,Refinery,2006,Copper anode,,Copper Cathode,200400,,,,,,,det_1421,
2210,COM00693.00,Refinery,2006,,,Copper Rod,96600,,,,,,,det_1421,
2211,COM00693.00,Refinery,2006,Copper anode,,Gold,0.722,,,,,,,det_1421,
2212,COM00693.00,Refinery,2006,Copper anode,,Silver,131,,,,,,,det_1421,
2213,COM00693.00,Smelter,2006,Copper Concentrate,724000,Copper anode,242400,,,,,,,det_1421,
2214,COM00693.00,Smelter,2006,,,Sulfuric acid,670500,,,,,,,det_1421,
2215,COM00693.00,Refinery,2007,Copper anode,,Copper Cathode,173300,,,,,,,det_1421,
2216,COM00693.00,Refinery,2007,,,Copper Rod,96600,,,,,,,det_1421,
2217,COM00693.00,Refinery,2007,Copper anode,,Gold,0.544,,,,,,,det_1421,
2218,COM00693.00,Refinery,2007,Copper anode,,Silver,110.1,,,,,,,det_1421,
2219,COM00693.00,Smelter,2007,Copper Concentrate,684800,Copper anode,204400,,,,,,,det_1421,
2220,COM00693.00,Smelter,2007,,,Sulfuric acid,674300,,,,,,,det_1421,
2221,COM00693.00,Refinery,2008,Copper anode,,Copper Cathode,140300,,,,,,,det_1387,
2222,COM00693.00,Refinery,2008,,,Copper Rod,76300,,,,,,,det_1387,
2223,COM00693.00,Refinery,2008,Copper anode,,Gold,0.666,,,,,,,det_1387,
2224,COM00693.00,Refinery,2008,Copper anode,,Silver,136.4,,,,,,,det_1387,
2225,COM00693.00,Smelter,2008,Copper Concentrate,574600,Copper anode,173200,,,,,,,det_1387,
2226,COM00693.00,Smelter,2008,,,Sulfuric acid,578200,,,,,,,det_1387,
2227,COM00693.00,Refinery,2009,Copper anode,,Copper Cathode,117100,,,,,,,det_1387,
2228,COM00693.00,Refinery,2009,,,Copper Rod,60100,,,,,,,det_1387,
2229,COM00693.00,Refinery,2009,Copper anode,,Gold,0.9501000000000001,,,,,,,det_1387,
2230,COM00693.00,Refinery,2009,Copper anode,,Silver,202.3,,,,,,,det_1387,
2231,COM00693.00,Smelter,2009,Copper Concentrate,466000,Copper anode,140800,,,,,,,det_1387,
2232,COM00693.00,Smelter,2009,,,Sulfuric acid,485700,,,,,,,det_1387,
2233,COM00693.00,Refinery,2010,Copper anode,,Copper Cathode,84600,,,,,,,det_1387,
2234,COM00693.00,Refinery,2010,,,Copper Rod,57300,,,,,,,det_1387,
2235,COM00693.00,Refinery,2010,Copper anode,,Gold,0.8457000000000001,,,,,,,det_1387,
2236,COM00693.00,Refinery,2010,Copper anode,,Silver,189.6,,,,,,,det_1387,
2237,COM00693.00,Smelter,2010,Copper Concentrate,416700,Copper anode,117600,,,,,,,det_1387,
2238,COM00693.00,Smelter,2010,,,Sulfuric acid,441500,,,,,,,det_1387,
2239,COM00693.00,Refinery,2011,Copper anode,,Copper Cathode,186900,,,,,,,det_1420,
2240,COM00693.00,Refinery,2011,,,Copper Rod,107900,,,,,,,det_1420,
2241,COM00693.00,Refinery,2011,Copper anode,,Gold,0.9961000000000001,,,,,,,det_1420,
2242,COM00693.00,Refinery,2011,Copper anode,,Silver,215,,,,,,,det_1420,
2243,COM00693.00,Smelter,2011,Copper Concentrate,832300,Copper anode,233800,,,,,,,det_1420,
2244,COM00693.00,Smelter,2011,,,Sulfuric acid,819000,,,,,,,det_1420,
2245,COM00693.00,Refinery,2012,Copper anode,,Copper Cathode,213700,,,,,,,det_1420,
2246,COM00693.00,Refinery,2012,,,Copper Rod,120800,,,,,,,det_1420,
2247,COM00693.00,Refinery,2012,Copper anode,,Gold,1.4267,,,,,,,det_1420,
2248,COM00693.00,Refinery,2012,Copper anode,,Silver,268.2,,,,,,,det_1420,
2249,COM00693.00,Smelter,2012,Copper Concentrate,904300,Copper anode,263000,,,,,,,det_1420,
2250,COM00693.00,Smelter,2012,,,Sulfuric acid,887800,,,,,,,det_1420,
2251,COM00693.00,Refinery,2013,Copper anode,,Copper Cathode,188000,,,,,,,det_1420,
2252,COM00693.00,Refinery,2013,,,Copper Rod,126800,,,,,,,det_1420,
2253,COM00693.00,Refinery,2013,Copper anode,,Gold,1.2690000000000001,,,,,,,det_1420,
2254,COM00693.00,Refinery,2013,Copper anode,,Silver,290.6,,,,,,,det_1420,
2255,COM00693.00,Smelter,2013,Copper Concentrate,722600,Copper anode,222100,,,,,,,det_1420,
2256,COM00693.00,Smelter,2013,,,Sulfuric acid,719500,,,,,,,det_1420,
2257,COM00693.00,Refinery,2014,Copper anode,,Copper Cathode,204300,,,,,,,det_1419,
2258,COM00693.00,Refinery,2014,,,Copper Rod,129100,,,,,,,det_1419,
2259,COM00693.00,Refinery,2014,Copper anode,,Gold,1.5418,,,,,,,det_1419,
2260,COM00693.00,Refinery,2014,Copper anode,,Silver,225.1,,,,,,,det_1419,
2261,COM00693.00,Smelter,2014,Copper Concentrate,926400,Copper anode,259600.00000000003,,,,,,,det_1419,
2262,COM00693.00,Smelter,2014,,,Sulfuric acid,960800,,,,,,,det_1419,
2263,COM00693.00,Refinery,2015,Copper anode,,Copper Cathode,213400,,,,,,,det_1419,
2264,COM00693.00,Refinery,2015,,,Copper Rod,138200,,,,,,,det_1419,
2265,COM00693.00,Refinery,2015,Copper anode,,Gold,4.5785,,,,,,,det_1419,
2266,COM00693.00,Refinery,2015,Copper anode,,Silver,238.2,,,,,,,det_1419,
2267,COM00693.00,Smelter,2015,Copper Concentrate,933400,Copper anode,257899.99999999997,,,,,,,det_1419,
2268,COM00693.00,Smelter,2015,,,Sulfuric acid,972400,,,,,,,det_1419,
2269,COM00693.00,Refinery,2016,Copper anode,,Copper Cathode,224200,,,,,,,det_1419,
2270,COM00693.00,Refinery,2016,,,Copper Rod,144500,,,,,,,det_1419,
2271,COM00693.00,Refinery,2016,Copper anode,,Gold,4.8058000000000005,,,,,,,det_1419,
2272,COM00693.00,Refinery,2016,Copper anode,,Silver,256.9,,,,,,,det_1419,
2273,COM00693.00,Smelter,2016,Copper Concentrate,1004800,Copper anode,269500,,,,,,,det_1419,
2274,COM00693.00,Smelter,2016,,,Sulfuric acid,1007900,,,,,,,det_1419,
2275,COM00693.00,Refinery,2017,Copper anode,,Copper Cathode,228100,,,,,,,det_1323,
2276,COM00693.00,Refinery,2017,,,Copper Rod,133100,,,,,,,det_1323,
2277,COM00693.00,Refinery,2017,Copper anode,,Gold,1.2642,,,,,,,det_1323,
2278,COM00693.00,Refinery,2017,Copper anode,,Silver,222.5,,,,,,,det_1323,
2279,COM00693.00,Smelter,2017,Copper Concentrate,997700,Copper anode,271800,,,,,,,det_1323,
2280,COM00693.00,Smelter,2017,,,Sulfuric acid,976400,,,,,,,det_1323,
2281,COM00693.00,Refinery,2018,Copper anode,,Copper Cathode,239200,,,,,,,det_1323,
2282,COM00693.00,Refinery,2018,,,Copper Rod,147100,,,,,,,det_1323,
2283,COM00693.00,Refinery,2018,Copper anode,,Gold,1.2285,,,,,,,det_1323,
2284,COM00693.00,Refinery,2018,Copper anode,,Silver,264.3,,,,,,,det_1323,
2285,COM00693.00,Smelter,2018,Copper Concentrate,1041700,Copper anode,287700,,,,,,,det_1323,
2286,COM00693.00,Smelter,2018,,,Sulfuric acid,1002500,,,,,,,det_1323,
2287,COM00693.00,Refinery,2019,Copper anode,,Copper Cathode,231600,,,,,,,det_1323,
2288,COM00693.00,Refinery,2019,,,Copper Rod,142700,,,,,,,det_1323,
2289,COM00693.00,Refinery,2019,Copper anode,,Gold,1.1258,,,,,,,det_1323,
2290,COM00693.00,Refinery,2019,Copper anode,,Silver,250.3,,,,,,,det_1323,
2291,COM00693.00,Smelter,2019,Copper Concentrate,1011400,Copper anode,279100,,,,,,,det_1323,
2292,COM00693.00,Smelter,2019,,,Sulfuric acid,966200,,,,,,,det_1323,
2293,COM00700.00,Smelter,2000,,,Raw steel,,,,,,,,det_1729,
2294,COM00700.00,Smelter,2001,,,Raw steel,,,,,,,,det_1729,
2295,COM00700.00,Smelter,2002,,,Raw steel,,,,,,,,det_1729,
2296,COM00700.00,Smelter,2003,,,Raw steel,,,,,,,,det_1729,
2297,COM00700.00,Smelter,2004,,,Raw steel,,,,,,,,det_1729,
2298,COM00700.00,Smelter,2005,,,Raw steel,,,,,,,,det_1743,
2299,COM00700.00,Smelter,2006,,,Raw steel,,,,,,,,det_1743,
2300,COM00700.00,Smelter,2007,,,Raw steel,,,,,,,,det_1743,
2301,COM00700.00,Smelter,2008,,,Raw steel,2325000,,,,,,,det_1743,
2302,COM00700.00,Smelter,2009,,,Raw steel,356000,,,,,,,det_1743,
2303,COM00700.00,Smelter,2010,,,Raw steel,1052000,,,,,,,det_1742,
2304,COM00700.00,Smelter,2011,,,Raw steel,2336000,,,,,,,det_1742,
2305,COM00700.00,Smelter,2012,,,Raw steel,2450000,,,,,,,det_1742,
2306,COM00700.00,Smelter,2013,,,Raw steel,1189000,,,,,,,det_1742,
2307,COM00700.00,Smelter,2014,,,Raw steel,1744000,,,,,,,det_1742,
2308,COM00702.00,Refinery,2012,Bauxite,,Calcined alumina,927516,,,,,,April-March,det_1857,
2309,COM00702.00,Refinery,2013,Bauxite,,Calcined alumina,527052,,,,,,April-March,det_1857,
2310,COM00702.00,Refinery,2014,Bauxite,,Calcined alumina,524060,,,,,,April-March,det_1807,
2311,COM00702.00,Refinery,2015,Bauxite,,Calcined alumina,976915,,,,,,April-March,det_1807,
2312,COM00702.00,Refinery,2016,Bauxite,,Calcined alumina,970893,,,,,,April-March,det_1807,
2313,COM00702.00,Refinery,2017,Bauxite,,Calcined alumina,1207957,,,,,,April-March,det_1805,
2314,COM00702.00,Refinery,2018,Bauxite,,Calcined alumina,1209436,,,,,,April-March,det_1805,
2315,COM00702.00,Refinery,2019,Bauxite,,Calcined alumina,1500670,,,,,,April-March,det_1805,
2316,COM00703.00,Smelter,2008,,,Aluminium,5000,,,,,,,det_1325,
2317,COM00704.00,Smelter,2005,Alumina,,Primary aluminium,126000,,,,,,,det_1847,
2318,COM00704.00,Smelter,2006,Alumina,,Primary aluminium,172000,,,,,,,det_1883,
2319,COM00704.00,Smelter,2007,Alumina,,Primary aluminium,256700,,,,,,,det_1822,
2320,COM00704.00,Smelter,2008,Alumina,,Primary aluminium,404200,,,,,,,det_1846,
2321,COM00704.00,Smelter,2009,Alumina,,Primary aluminium,420300,,,,,,,det_1845,
2322,COM00704.00,Smelter,2010,Alumina,,Primary aluminium,429300,,,,,,,det_1844,
2323,COM00704.00,Smelter,2011,Alumina,,Primary aluminium,418000,,,,,,,det_1774,
2324,COM00704.00,Smelter,2012,Alumina,,Primary aluminium,415000,,,,,,,det_1773,
2325,COM00704.00,Smelter,2013,Alumina,,Primary aluminium,359400,,,,,,,det_1823,
2326,COM00704.00,Smelter,2014,Alumina,,Primary aluminium,397500,,,,,,,det_1843,
2327,COM00704.00,Smelter,2015,Alumina,,Primary aluminium,403000,,,,,,,det_1842,
2328,COM00704.00,Smelter,2016,Alumina,,Primary aluminium,399600,,,,,,,det_1824,
2329,COM00704.00,Smelter,2017,Alumina,,Primary aluminium,390990,,,,,,,det_1841,
2330,COM00704.00,Smelter,2018,Alumina,,Primary aluminium,398790,,,,,,,det_1840,
2331,COM00704.00,Smelter,2019,Alumina,,Primary aluminium,408500,,,,,,,det_1772,
2332,COM00706.00,Smelter,2009,,,Crude steel,400000,,,,,,,det_1678,
2333,COM00706.00,Smelter,2010,,,Crude steel,400000,,,,,,,det_1677,
2334,COM00706.00,Smelter,2011,,,Crude steel,400000,,,,,,,det_1676,
2335,COM00706.00,Smelter,2012,,,Crude steel,300000,,,,,,,det_1675,
2336,COM00706.00,Smelter,2013,,,Crude steel,400000,,,,,,,det_1607,
2337,COM00706.00,Smelter,2014,,,Crude steel,400000,,,,,,,det_1674,
2338,COM00706.00,Smelter,2015,,,Crude steel,300000,,,,,,,det_1673,
2339,COM00710.00,Smelter,2008,,,Aluminium,234000,,,,,,,det_1325,
2340,COM00710.00,Smelter,2009,,,Aluminium,235000,,,,,,,det_1325,
2341,COM00710.00,Smelter,2011,,,Aluminium,234000,,,,,,,det_1077,
2342,COM00710.00,Smelter,2012,,,Aluminium,233000,,,,,,,det_1077,
2343,COM00710.00,Smelter,2013,,,Aluminium,239000,,,,,,,det_1075,
2344,COM00710.00,Smelter,2014,,,Aluminium,244000,,,,,,,det_1075,
2345,COM00710.00,Smelter,2015,,,Aluminium,244000,,,,,,,det_1075,
2346,COM00710.00,Smelter,2016,,,Aluminium,247000,,,,,,,det_1074,
2347,COM00710.00,Smelter,2017,,,Aluminium,249000,,,,,,,det_1074,
2348,COM00710.00,Smelter,2018,,,Aluminium,257000,,,,,,,det_1074,
2349,COM00713.00,Smelter,2008,,,Crude steel,4600000,,,,,,,det_1679,3.1+ 1.5
2350,COM00713.00,Smelter,2009,,,Crude steel,2800000,,,,,,,det_1678,1.4+1.4
2351,COM00713.00,Smelter,2010,,,Crude steel,3800000,,,,,,,det_1677,2.3+1.5
2352,COM00713.00,Smelter,2011,,,Crude steel,3900000,,,,,,,det_1676,2.4+1.5
2353,COM00713.00,Smelter,2012,,,Crude steel,3600000,,,,,,,det_1675,2.1+1.5
2354,COM00713.00,Smelter,2013,,,Crude steel,3900000,,,,,,,det_1607,2.3+1.6
2355,COM00713.00,Smelter,2014,,,Crude steel,3900000,,,,,,,det_1674,2.4+1.5
2356,COM00713.00,Smelter,2015,,,Crude steel,3200000,,,,,,,det_1673,1.7+1.5
2357,COM00713.00,Smelter,2016,,,Crude steel,3100000,,,,,,,det_1672,1.8+1.3
2358,COM00713.00,Smelter,2017,,,Crude steel,3800000,,,,,,,det_1671,
2359,COM00713.00,Smelter,2018,,,Crude steel,3400000,,,,,,,det_1670,
2360,COM00713.00,Smelter,2019,,,Crude steel,3700000,,,,,,,det_1606,
2361,COM00714.00,Refinery,2010,Iron ore pellets,,Hot briquetted Iron,2271000,,,2244000,,,,det_1716,
2362,COM00714.00,Refinery,2010,Iron ore concentrate,,Iron ore pellets,8783000,,,5276000,,,,det_1716,
2363,COM00714.00,Refinery,2011,Iron ore pellets,,Hot briquetted Iron,2418000,,,2447000,,,,det_1716,
2364,COM00714.00,Refinery,2011,Iron ore concentrate,,Iron ore pellets,8874000,,,5268000,,,,det_1716,
2365,COM00714.00,Refinery,2012,Iron ore pellets,,Hot briquetted Iron,2408000,,,2424000,,,,det_1715,
2366,COM00714.00,Refinery,2012,Iron ore concentrate,,Iron ore pellets,8791000,,,5160000,,,,det_1715,
2367,COM00714.00,Refinery,2013,Iron ore pellets,,Hot briquetted Iron,2579000,,,2578000,,,,det_1715,
2368,COM00714.00,Refinery,2013,Iron ore concentrate,,Iron ore pellets,8901000,,,5032000,,,,det_1715,
2369,COM00714.00,Refinery,2014,Iron ore pellets,,Hot briquetted Iron,2408000,,,2408000,,,,det_1714,
2370,COM00714.00,Refinery,2014,Iron ore concentrate,,Iron ore pellets,8989000,,,5389000,,,,det_1714,
2371,COM00714.00,Refinery,2015,Iron ore pellets,,Hot briquetted Iron,2602000,,,2587000,,,,det_1714,
2372,COM00714.00,Refinery,2015,Iron ore concentrate,,Iron ore pellets,9015000,,,5173000,,,,det_1714,
2373,COM00714.00,Refinery,2016,Iron ore pellets,,Hot briquetted Iron,2663000,,,2678000,,,,det_1713,
2374,COM00714.00,Refinery,2016,Iron ore concentrate,,Iron ore pellets,9283000,,,5410000,,,,det_1713,
2375,COM00714.00,Refinery,2017,Iron ore pellets,,Hot briquetted Iron,4016000,,,3980000,,,,det_1713,
2376,COM00714.00,Refinery,2017,Iron ore concentrate,,Iron ore pellets,8572000,,,2511000,,,,det_1713,
2377,COM00714.00,Refinery,2018,Iron ore pellets,,Hot briquetted Iron,4603000,,,4508000,,,,det_1712,
2378,COM00714.00,Refinery,2018,Iron ore concentrate,,Iron ore pellets,8792000,,,1995000,,,,det_1712,
2379,COM00714.00,Refinery,2019,Iron ore pellets,,Hot briquetted Iron,4629000,,,4732000,,,,det_1712,
2380,COM00714.00,Refinery,2019,Iron ore concentrate,,Iron ore pellets,9048000,,,2201000,,,,det_1712,
2381,COM00718.00,Refinery,2016,,,Copper cathode,111100,,,,,,,det_1738,
2382,COM00718.00,Refinery,2017,,,Copper cathode,115100,,,,,,,det_1588,
2383,COM00718.00,Refinery,2018,,,Copper cathode,114500,,,,,,,det_1587,
2384,COM00722.00,Smelter,2008,Alumina,,Primary aluminium,140618,,,,,,,det_1846,
2385,COM00722.00,Smelter,2009,Alumina,,Primary aluminium,240600,,,,,,,det_1845,
2386,COM00722.00,Smelter,2010,Alumina,,Primary aluminium,225000,,,,,,,det_1844,
2387,COM00722.00,Smelter,2011,Alumina,,Primary aluminium,275000,,,,,,,det_1774,
2388,COM00722.00,Smelter,2012,Alumina,,Primary aluminium,495000,,,,,,,det_1773,
2389,COM00722.00,Smelter,2013,Alumina,,Primary aluminium,536500,,,,,,,det_1823,
2390,COM00722.00,Smelter,2014,Alumina,,Primary aluminium,512000,,,,,,,det_1843,
2391,COM00722.00,Smelter,2015,Alumina,,Primary aluminium,472600,,,,,,,det_1842,
2392,COM00722.00,Smelter,2016,Alumina,,Primary aluminium,538000,,,,,,,det_1824,
2393,COM00722.00,Smelter,2017,Alumina,,Primary aluminium,514450,,,,,,,det_1841,
2394,COM00722.00,Smelter,2018,Alumina,,Primary aluminium,438230,,,,,,,det_1840,
2395,COM00722.00,Smelter,2019,Alumina,,Primary aluminium,155200,,,,,,,det_1772,
2396,COM00734.00,Smelter,2008,,,Aluminium,43000,,,,,,,det_1325,
2397,COM00734.00,Smelter,2009,,,Aluminium,38000,,,,,,,det_1325,
2398,COM00734.00,Smelter,2010,,,Aluminium,41000,,,,,,,det_1326,
2399,COM00734.00,Smelter,2011,,,Aluminium,45000,,,,,,,det_1077,
2400,COM00734.00,Smelter,2012,,,Aluminium,45000,,,,,,,det_1077,
2401,COM00734.00,Smelter,2013,,,Aluminium,44000,,,,,,,det_1075,
2402,COM00734.00,Smelter,2014,,,Aluminium,42000,,,,,,,det_1075,
2403,COM00734.00,Smelter,2015,,,Aluminium,47000,,,,,,,det_1075,
2404,COM00734.00,Smelter,2016,,,Aluminium,46000,,,,,,,det_1074,
2405,COM00740.00,Smelter,2009,Alumina,,Primary aluminium,17000,,,,,,,det_1845,
2406,COM00740.00,Smelter,2010,Alumina,,Primary aluminium,11800,,,,,,,det_1844,
2407,COM00740.00,Smelter,2011,Alumina,,Primary aluminium,11000,,,,,,,det_1774,
2408,COM00757.00,Smelter,2008,,,Aluminium,165000,,,,,,,det_1325,
2409,COM00757.00,Smelter,2009,,,Aluminium,109000,,,,,,,det_1325,
2410,COM00757.00,Smelter,2010,,,Aluminium,145000,,,,,,,det_1326,
2411,COM00757.00,Smelter,2011,,,Aluminum,168000,,,,,,,det_1077,
2412,COM00757.00,Smelter,2012,,,Aluminium,15000,,,,,,,det_1077,
2413,COM00800.00,Smelter,2007,Copper concentrate,759000,,,,,,,,,det_1380,
2414,COM00800.00,Smelter,2008,Copper concentrate,719000,,,,,,,,,det_1380,
2415,COM00800.00,Smelter,2009,Copper concentrate,619000,,,,,,,,,det_1549,
2416,COM00800.00,Smelter,2010,Copper concentrate,625000,,,,,,,,,det_1548,
2417,COM00800.00,Smelter,2011,Copper concentrate,625000,,,,,,,,,det_1548,
2418,COM00800.00,Smelter,2012,Copper concentrate,620000,,,,,,,,,det_1547,
2419,COM00800.00,Smelter,2013,Copper concentrate,629000,,,,,,,,,det_1379,
2420,COM00800.00,Smelter,2014,Copper concentrate,603700,,,,,,,,,det_1527,
2421,COM00800.00,Smelter,2015,Copper concentrate,686700,,,,,,,,,det_1527,
2422,COM00800.00,Smelter,2016,Copper concentrate,673300,,,,,,,,,det_1527,
2423,COM00800.00,Smelter,2017,Copper concentrate,612600,,,,,,,,,det_1378,
2424,COM00800.00,Smelter,2018,Copper concentrate,729900,,,,,,,,,det_1378,
2425,COM00800.00,Smelter,2019,Copper concentrate,641000,,,,,,,,,det_1378,
2426,COM00811.00,Refinery,2010,Iron ore concentrate,,Iron ore pellets,9702000,,,9702000,,,,det_1716,
2427,COM00811.00,Refinery,2011,Iron ore concentrate,,Iron ore pellets,9849000,,,9849000,,,,det_1716,
2428,COM00811.00,Refinery,2012,Iron ore concentrate,,Iron ore pellets,10151000,,,10153000,,,,det_1715,
2429,COM00811.00,Refinery,2013,Iron ore concentrate,,Iron ore pellets,9899000,,,9901000,,,,det_1715,
2430,COM00811.00,Refinery,2014,Iron ore concentrate,,Iron ore pellets,9931000,,,9931000,,,,det_1714,
2431,COM00811.00,Refinery,2015,Iron ore concentrate,,Iron ore pellets,10957000,,,10943000,,,,det_1714,
2432,COM00811.00,Refinery,2016,Iron ore concentrate,,Iron ore pellets,11994000,,,12008000,,,,det_1713,
2433,COM00811.00,Refinery,2017,Iron ore concentrate,,Iron ore pellets,12546000,,,12468000,,,,det_1713,
2434,COM00811.00,Refinery,2018,Iron ore concentrate,,Iron ore pellets,14888000,,,14854000,,,,det_1712,
2435,COM00811.00,Refinery,2019,Iron ore concentrate,,Iron ore pellets,15007000,,,14899000,,,,det_1712,
2436,COM00859.00,Smelter,2001,,,Aluminium,191082.8025477707,,,,,,July-June,det_1352,
2437,COM00859.00,Smelter,2002,,,Aluminium,267515.923566879,,,,,,July-June,det_1468,
2438,COM00859.00,Smelter,2003,,,Aluminium,284501.0615711253,,,,,,July-June,det_1468,
2439,COM00859.00,Smelter,2004,,,Aluminium,530785.5626326965,,,,,,July-June,det_1467,
2440,COM00859.00,Smelter,2005,,,Aluminium,552016.9851380043,,,,,,July-June,det_1467,
2441,COM00859.00,Smelter,2006,,,Aluminium,556263.2696390658,,,,,,July-June,det_1466,
2442,COM00859.00,Smelter,2007,,,Aluminium,562632.6963906582,,,,,,July-June,det_1466,
2443,COM00859.00,Smelter,2008,,,Aluminium,545647.5583864119,,,,,,July-June,det_1465,
2444,COM00859.00,Smelter,2009,,,Aluminium,541401.2738853503,,,,,,July-June,det_1465,
2445,COM00859.00,Smelter,2010,,,Aluminium,549893.8428874735,,,,,,July-June,det_1464,
2446,COM00859.00,Smelter,2011,,,Aluminium,560509.5541401274,,,,,,July-June,det_1464,
2447,COM00859.00,Smelter,2012,,,Aluminium,560509.5541401274,,,,,,July-June,det_1463,
2448,COM00859.00,Smelter,2013,,,Aluminium,560509.5541401274,,,,,,July-June,det_1463,
2449,COM00859.00,Smelter,2014,,,Aluminium,564755.838641189,,,,,,July-June,det_1462,
2450,COM00859.00,Smelter,2015,,,Aluminium,562632.6963906582,,,,,,July-June,det_1462,
2451,COM00859.00,Smelter,2016,,,Aluminium,564755.838641189,,,,,,July-June,det_1473,
2452,COM00859.00,Smelter,2017,,,Aluminium,575371.5498938429,,,,,,July-June,det_1473,
2453,COM00859.00,Smelter,2018,,,Aluminium,575371.5498938429,,,,,,July-June,det_1472,
2454,COM00859.00,Smelter,2019,,,Aluminium,566878.9808917198,,,,,,July-June,det_1472,
2455,COM00871.00,Refinery,2010,Heavy mineral concentrate,591000,Refined Ilmenite,56800,,,,,,,det_2378,
2456,COM00871.00,Refinery,2010,Heavy mineral concentrate,591000,Refined Rutile,198400,,,,,,,det_2378,
2457,COM00871.00,Refinery,2010,Heavy mineral concentrate,591000,Refined Zircon,157600,,,,,,,det_2378,
2458,COM00871.00,Refinery,2011,Heavy mineral concentrate,672900,Refined Ilmenite,99500,,,,,,,det_2377,
2459,COM00871.00,Refinery,2011,Heavy mineral concentrate,672900,Refined Rutile,224900,,,,,,,det_2377,
